,sub_id,run,video_number,video_category,category,expected_fear,fear,arousal,valence
299,12,1,10,1,Heights,0.768,0.221,0.436,0.587
300,12,2,11,1,Heights,0.737,0.34,0.581,0.589
301,12,2,35,3,Spiders,0.184,0.327,0.664,0.581
302,12,2,33,3,Spiders,0.256,0.361,0.665,0.449
303,12,2,8,1,Heights,0.716,0.202,0.309,0.712
304,12,2,4,1,Heights,0.625,0.826,0.849,0.447
305,12,2,6,1,Heights,0.807,0.766,0.747,0.355
306,12,2,23,2,Social,0.252,0.254,0.327,0.665
307,12,2,14,2,Social,0.226,0.656,0.8,0.329
308,12,2,21,2,Social,0.288,0.327,0.368,0.712
309,12,2,27,3,Spiders,0.298,0.236,0.673,0.43
310,12,2,30,3,Spiders,0.231,0.574,0.639,0.412
311,12,2,15,2,Social,0.273,0.311,0.742,0.63
312,12,3,19,2,Social,0.348,0.35,0.561,0.486
313,12,3,18,2,Social,0.34,0.529,0.573,0.217
314,12,3,9,1,Heights,0.776,0.586,0.431,0.636
315,12,3,5,1,Heights,0.675,0.784,0.751,0.589
316,12,3,1,1,Heights,0.634,0.859,0.873,0.317
317,12,3,26,3,Spiders,0.325,0.579,0.631,0.425
318,12,3,12,1,Heights,0.69,0.298,0.415,0.623
319,12,3,25,3,Spiders,0.322,0.646,0.621,0.332
320,12,3,32,3,Spiders,0.28,0.335,0.576,0.667
321,12,3,36,3,Spiders,0.334,0.407,0.682,0.43
322,12,3,16,2,Social,0.204,0.633,0.69,0.257
323,12,3,20,2,Social,0.321,0.382,0.776,0.534
324,13,1,27,3,Spiders,0.244,0.265,0.205,0.499
325,13,1,32,3,Spiders,0.231,0.083,0.13,0.499
326,13,1,4,1,Heights,0.5184882533197136,0.711,0.755,0.23
327,13,1,8,1,Heights,0.696,0.137,0.163,0.703
328,13,1,3,1,Heights,0.677,0.893,0.894,0.225
329,13,1,16,2,Social,0.106,0.691,0.732,0.16
330,13,1,22,2,Social,0.156,0.165,0.256,0.499
331,13,1,13,2,Social,0.169,0.178,0.873,0.903
332,13,1,12,1,Heights,0.797,0.166,0.769,0.846
333,13,1,26,3,Spiders,0.187,0.145,0.693,0.579
334,13,1,33,3,Spiders,0.184,0.152,0.36,0.499
335,13,1,20,2,Social,0.187,0.701,0.864,0.7060049736688121
336,13,2,24,2,Social,0.22,0.129,0.708,0.849
337,13,2,18,2,Social,0.192,0.75,0.834,0.153
338,13,2,36,3,Spiders,0.169,0.106,0.187,0.499
339,13,2,28,3,Spiders,0.134,0.607,0.753,0.363
340,13,2,11,1,Heights,0.691,0.152,0.256,0.773
341,13,2,14,2,Social,0.199,0.776,0.774,0.2
342,13,2,21,2,Social,0.191,0.098,0.129,0.831
343,13,2,29,3,Spiders,0.153,0.335,0.669,0.499
344,13,2,35,3,Spiders,0.179,0.139,0.106,0.499
345,13,2,7,1,Heights,0.703,0.122,0.134,0.815
346,13,2,1,1,Heights,0.774,0.883,0.872,0.192
347,13,2,2,1,Heights,0.729,0.81,0.86,0.298
348,13,3,31,3,Spiders,0.169,0.168,0.119,0.499
349,13,3,25,3,Spiders,0.148,0.316,0.644,0.499
350,13,3,19,2,Social,0.226,0.152,0.176,0.499
351,13,3,17,2,Social,0.186,0.636,0.829,0.659
352,13,3,15,2,Social,0.178,0.711,0.771,0.5670421299005266
353,13,3,6,1,Heights,0.738,0.777,0.859,0.499
354,13,3,9,1,Heights,0.787,0.179,0.127,0.82
355,13,3,34,3,Spiders,0.171,0.156,0.148,0.499
356,13,3,30,3,Spiders,0.178,0.613,0.704,0.296
357,13,3,10,1,Heights,0.743,0.286,0.589,0.688
358,13,3,5,1,Heights,0.742,0.842,0.857,0.29
359,13,3,23,2,Social,0.221,0.111,0.116,0.784
360,14,1,13,2,Social,0.0,0.0,0.0,1.0
361,14,1,7,1,Heights,0.059,0.0,0.021,1.0
362,14,1,12,1,Heights,0.005,0.013,0.0,1.0
363,14,1,3,1,Heights,0.03,0.0,0.0,0.438
364,14,1,33,3,Spiders,0.873,0.654,0.67,0.345
365,14,1,5,1,Heights,0.0,0.176,0.0,0.595
366,14,1,16,2,Social,0.0,0.0,0.0,0.499
367,14,1,21,2,Social,0.0,0.018,0.0,0.499
368,14,1,23,2,Social,0.0,0.008,0.0,0.495
369,14,1,31,3,Spiders,0.823,0.374,0.589,0.374
370,14,1,29,3,Spiders,0.669,1.0,1.0,0.0
371,14,1,30,3,Spiders,0.839,1.0,1.0,0.0
372,14,2,27,3,Spiders,0.821,1.0,0.977,0.0
373,14,2,34,3,Spiders,1.0,0.343,0.319,0.288
374,14,2,26,3,Spiders,0.716,1.0,0.738,0.0
375,14,2,15,2,Social,0.0,0.0,0.0,0.499
376,14,2,1,1,Heights,0.165,0.0,0.0,0.501
377,14,2,10,1,Heights,0.0,0.0,0.0,0.499
378,14,2,36,3,Spiders,0.951,0.61,0.621,0.381
379,14,2,4,1,Heights,0.0,0.0,0.0,0.499
380,14,2,11,1,Heights,0.0,0.0,0.0,0.499
381,14,2,19,2,Social,0.0,0.0,0.018,0.499
382,14,2,17,2,Social,0.0,0.0,0.0,0.499
383,14,2,24,2,Social,0.0,0.008232676523528416,0.0,0.498
384,14,3,9,1,Heights,0.0,0.0,0.0,0.595
385,14,3,25,3,Spiders,0.885,0.914,0.96,0.0
386,14,3,28,3,Spiders,0.974,1.0,1.0,0.0
387,14,3,35,3,Spiders,1.0,0.706,0.698,0.21
388,14,3,14,2,Social,0.0,0.0,0.0,0.433
389,14,3,18,2,Social,0.0,0.0,0.083,0.473
390,14,3,32,3,Spiders,1.0,0.431,0.286,0.353
391,14,3,20,2,Social,0.0,0.0,0.0,0.532
392,14,3,22,2,Social,0.0,0.0,0.0,0.721
393,14,3,2,1,Heights,0.0,0.139,0.054,0.42
394,14,3,6,1,Heights,0.0,0.612,0.63,0.29
395,14,3,8,1,Heights,0.0,0.0,0.0,0.498
396,15,1,12,1,Heights,0.283,0.0,0.634,1.0282261013868228
397,15,1,1,1,Heights,0.0,0.9211246505521483,0.499,0.241
398,15,1,25,3,Spiders,0.63,0.696,0.86,0.044
399,15,1,20,2,Social,0.748,0.373111248418264,0.499,0.426
400,15,1,10,1,Heights,0.324,0.2932529599585488,0.404,0.569
401,15,1,5,1,Heights,0.353,0.816,0.773,0.456
402,15,1,14,2,Social,0.665,0.81,0.725,0.0
403,15,1,18,2,Social,0.722,0.612,0.698,0.147
404,15,1,22,2,Social,0.7048408682206062,0.012,0.075,0.499
405,15,1,32,3,Spiders,0.66,0.722,0.743,0.623
406,15,1,33,3,Spiders,0.646,0.683,1.0403004652236167,0.0
407,15,1,28,3,Spiders,0.768,0.878,0.779,0.0
408,15,2,24,2,Social,0.716,0.0,0.743,0.823
409,15,2,3,1,Heights,0.124,0.935,0.499,0.106
410,15,2,2,1,Heights,0.787,0.875,0.756,0.4
411,15,2,26,3,Spiders,0.657,0.917,0.873,0.098
412,15,2,23,2,Social,1.0048712513601743,0.124,0.0,0.564
413,15,2,17,2,Social,0.407,0.4365322420236067,0.499,0.286
414,15,2,15,2,Social,0.573,0.5991633866269714,0.777,0.0
415,15,2,30,3,Spiders,0.568,0.664,0.699,0.015
416,15,2,35,3,Spiders,1.9261164274322171,0.116,0.275,0.465
417,15,2,36,3,Spiders,0.582,0.548,0.802,0.382
418,15,2,9,1,Heights,0.378,0.09,0.712,0.197
419,15,2,7,1,Heights,0.413,0.322,0.376,0.42
420,15,3,34,3,Spiders,0.615,0.296,0.108,0.459
421,15,3,31,3,Spiders,0.418,0.0,0.0,0.504
422,15,3,4,1,Heights,0.594,0.615,0.603,0.919
423,15,3,11,1,Heights,0.434,0.205,0.543,1.0838401237826627
424,15,3,6,1,Heights,0.407,0.638,0.834,0.382
425,15,3,13,2,Social,0.352,0.368,0.872,0.233
426,15,3,8,1,Heights,0.582,0.0,0.581,0.891
427,15,3,16,2,Social,0.365,0.753,0.691,0.07
428,15,3,19,2,Social,0.334,0.0,0.0,0.602
429,15,3,21,2,Social,0.636,0.004,0.072,0.721
430,15,3,29,3,Spiders,7.579427560291915,0.9104687109578861,0.862,0.056
431,15,3,27,3,Spiders,36.15435853165554,0.924,0.838,0.018
432,16,1,16,2,Social,0.0,0.0,0.0,0.499
433,16,1,21,2,Social,0.0,0.0,0.132,0.683
434,16,1,13,2,Social,0.143,0.446,0.499,0.883
435,16,1,1,1,Heights,0.0,0.0,0.727,0.503
436,16,1,26,3,Spiders,0.0,0.0,0.293,0.498
437,16,1,33,3,Spiders,0.0,0.0,0.0,1.0
438,16,1,36,3,Spiders,0.0,0.111,0.0,0.499
439,16,1,10,1,Heights,0.0,0.0,0.709,0.834
440,16,1,11,1,Heights,0.0,0.0,0.504,0.73
441,16,1,6,1,Heights,0.0,0.603,0.774,0.153
442,16,1,27,3,Spiders,0.0,0.0,0.288,0.225
443,16,1,24,2,Social,0.148,0.994,0.738,0.22
444,16,2,19,2,Social,0.247,0.0,0.0,0.499
445,16,2,7,1,Heights,0.0,0.0,0.078,0.886
446,16,2,2,1,Heights,0.0,0.686,0.777,0.0
447,16,2,31,3,Spiders,0.0,0.0,0.038,0.499
448,16,2,32,3,Spiders,0.0,0.0,0.02,0.789
449,16,2,17,2,Social,0.0,0.0,0.665,0.847
450,16,2,20,2,Social,0.202,0.179,0.724,0.776
451,16,2,14,2,Social,0.282,0.595,0.602,0.0
452,16,2,12,1,Heights,0.0,0.0,0.594,1.0
453,16,2,5,1,Heights,0.0,0.769,1.0,0.286
454,16,2,25,3,Spiders,0.0,0.0,0.285,0.499
455,16,2,28,3,Spiders,0.0,0.491,0.587,0.231
456,16,3,34,3,Spiders,0.015,0.0,0.217,0.93
457,16,3,35,3,Spiders,0.0,0.0,0.152,0.499
458,16,3,30,3,Spiders,0.0,0.594,0.665,0.0
459,16,3,22,2,Social,0.299,0.0,0.269,0.899
460,16,3,9,1,Heights,0.0,0.0,0.243,1.0
461,16,3,8,1,Heights,0.0,0.0,0.113,0.499
462,16,3,3,1,Heights,0.0,0.891,0.974,0.0
463,16,3,29,3,Spiders,0.0,0.0,0.018,0.355
464,16,3,18,2,Social,0.499,1.0,0.844,0.0
465,16,3,15,2,Social,0.499,0.0,0.659,0.76
466,16,3,23,2,Social,0.417,0.0,0.186,0.499
467,16,3,4,1,Heights,0.0,0.239,0.677,0.443
468,17,1,16,2,Social,0.696,0.605,0.296,0.499
469,17,1,36,3,Spiders,0.0,0.104,0.755,0.737
470,17,1,12,1,Heights,0.249,0.143,0.797,0.659
471,17,1,6,1,Heights,0.522,0.781,0.924,0.499
472,17,1,5,1,Heights,2.1670909090909083,0.868,0.947,0.499
473,17,1,19,2,Social,0.233,0.0,0.049,0.499
474,17,1,17,2,Social,0.571,0.158,0.069,0.499
475,17,1,21,2,Social,0.231,0.0,0.0,0.488
476,17,1,10,1,Heights,0.683,0.267,0.807,0.633
477,17,1,28,3,Spiders,0.0,0.0,0.74,0.797
478,17,1,25,3,Spiders,0.109,0.021,0.82,0.508
479,17,1,31,3,Spiders,0.036,0.02,0.285,0.503
480,17,2,3,1,Heights,0.693,0.828,0.909,0.499
481,17,2,18,2,Social,0.184,0.119,0.087,0.478
482,17,2,14,2,Social,0.275,0.231,0.761,0.278
483,17,2,27,3,Spiders,0.0,0.07,0.969,0.893
484,17,2,35,3,Spiders,0.002,0.038,0.447,0.499
485,17,2,24,2,Social,0.299,0.204,0.867,0.618
486,17,2,20,2,Social,0.142,0.169,0.111,0.508
487,17,2,4,1,Heights,0.602,0.769,0.875,0.641
488,17,2,11,1,Heights,0.677,0.132,0.348,0.877
489,17,2,7,1,Heights,8.821454870461501,0.158,0.782,0.761
490,17,2,26,3,Spiders,0.0,0.002,0.96,0.93
491,17,2,34,3,Spiders,0.0,0.104,0.365,0.496
492,17,3,8,1,Heights,0.766,0.0,0.44478868126001075,0.499
493,17,3,33,3,Spiders,0.065,0.103,0.688,0.706
494,17,3,29,3,Spiders,0.1,0.0,0.625,0.823
495,17,3,9,1,Heights,0.68,0.217,0.771,0.833
496,17,3,1,1,Heights,0.755,0.823,0.88,0.243
497,17,3,2,1,Heights,0.797,0.771,0.916,0.192
498,17,3,23,2,Social,0.392,0.059,0.0,0.499
499,17,3,13,2,Social,0.0,0.064,0.818,0.833
500,17,3,22,2,Social,0.179,0.378,0.917,0.795
501,17,3,32,3,Spiders,0.134,0.098,0.912,0.95
502,17,3,30,3,Spiders,0.413,0.0,0.802,0.137
503,17,3,15,2,Social,0.667,0.28,0.745,0.21
504,18,1,36,3,Spiders,0.238,0.0,0.0,1.0
505,18,1,29,3,Spiders,0.221,0.594,0.577,0.353
506,18,1,19,2,Social,0.356,0.0,0.0,0.947
507,18,1,18,2,Social,0.361,0.763,0.63,0.247
508,18,1,2,1,Heights,0.838,1.0,0.878,0.007
509,18,1,26,3,Spiders,0.197,0.686,0.677,0.169
510,18,1,31,3,Spiders,0.321,0.0,0.0,0.508
511,18,1,10,1,Heights,0.695,0.0,0.379,0.61
512,18,1,3,1,Heights,0.68,1.0,1.0,0.0
513,18,1,11,1,Heights,0.868,0.168,0.291,0.76
514,18,1,20,2,Social,0.319,0.295,0.34,0.719
515,18,1,17,2,Social,0.309,0.0,0.0,0.877
516,18,2,15,2,Social,0.342,0.774,0.698,0.212
517,18,2,34,3,Spiders,0.291,0.0,0.304,0.719
518,18,2,33,3,Spiders,0.204,0.023,0.0,0.851
519,18,2,6,1,Heights,0.8279489274770168,0.898,0.94,0.0
520,18,2,1,1,Heights,0.76,0.838,0.761,0.075
521,18,2,24,2,Social,0.238,0.0,0.0,0.129
522,18,2,23,2,Social,0.62,0.0,0.0,1.0
523,18,2,13,2,Social,0.195,0.347,0.249,0.709
524,18,2,9,1,Heights,0.795,0.1614662900028917,0.6164514682327817,1.3403289953109387
525,18,2,12,1,Heights,0.821,0.67,0.602,0.708
526,18,2,28,3,Spiders,0.345,0.721,0.659,0.332
527,18,2,27,3,Spiders,0.34,0.803,0.683,0.34
528,18,3,5,1,Heights,0.686,0.797,0.669,0.059
529,18,3,7,1,Heights,0.854,0.191,0.132,0.94
530,18,3,22,2,Social,0.059,0.0,0.6306847326216913,0.499
531,18,3,21,2,Social,0.282,0.043,0.0,0.943
532,18,3,16,2,Social,0.217,0.878,0.844,0.049
533,18,3,30,3,Spiders,0.002,0.659,0.649,0.265
534,18,3,25,3,Spiders,0.13,0.0,0.0,0.42
535,18,3,8,1,Heights,0.799,0.329,0.275,0.986
536,18,3,4,1,Heights,0.711,0.794,0.799,0.225
537,18,3,35,3,Spiders,0.231,0.132,0.103,0.021
538,18,3,32,3,Spiders,0.243,0.0,0.176,1.0
539,18,3,14,2,Social,0.122,0.932,0.68,0.005
540,19,1,5,1,Heights,0.774,0.795,0.499,0.6635777041233898
541,19,1,35,3,Spiders,0.0,0.005,0.0,0.499
542,19,1,28,3,Spiders,0.0,0.0,0.0,0.499
543,19,1,26,3,Spiders,0.0,0.0,0.0,0.498
544,19,1,22,2,Social,0.6009875035794058,0.0,0.499,1.0
545,19,1,14,2,Social,0.345,0.584,0.499,0.353
546,19,1,36,3,Spiders,0.0,0.0,0.496,1.0
547,19,1,4,1,Heights,0.7647701736465778,1.0,0.602,0.03
548,19,1,9,1,Heights,0.649,0.0,0.499,1.0
549,19,1,10,1,Heights,0.639,0.0,0.499,1.0
550,19,1,17,2,Social,0.246,0.623,0.499,0.352
551,19,1,20,2,Social,0.389,0.0,0.493,1.0
552,19,2,32,3,Spiders,0.0,0.0,0.499,0.992
553,19,2,6,1,Heights,0.616,1.0,0.499,0.191
554,19,2,13,2,Social,0.366,0.587,0.499,0.423
555,19,2,24,2,Social,0.384,0.782,0.499,0.132
556,19,2,12,1,Heights,0.649,0.3717220255340639,0.12935312333155366,1.264730752013312
557,19,2,3,1,Heights,0.7734082397003744,1.1288620772028517,0.8083195276798544,0.45564002268071707
558,19,2,8,1,Heights,0.862490806945863,0.0,0.498,1.0
559,19,2,15,2,Social,0.397,0.578451565854681,0.496,0.0
560,19,2,23,2,Social,0.599,0.0,0.499,1.0
561,19,2,25,3,Spiders,0.0,0.00593084307244635,0.7666034794740403,0.32634702406686844
562,19,2,30,3,Spiders,0.017,0.0,0.499,1.0
563,19,2,34,3,Spiders,0.021,0.0,0.499,1.0
564,19,3,29,3,Spiders,0.0,0.0,0.509,1.0
565,19,3,31,3,Spiders,0.0,0.0,0.493,1.0
566,19,3,1,1,Heights,0.597,1.0,0.499,0.0
567,19,3,11,1,Heights,0.706,0.553,0.499,0.426
568,19,3,7,1,Heights,0.652,0.25746610217257726,0.5217130000737183,0.503
569,19,3,18,2,Social,0.363,0.0,0.499,1.0
570,19,3,2,1,Heights,0.613,0.995,0.499,0.329
571,19,3,27,3,Spiders,0.0,0.0,0.499,1.0
572,19,3,33,3,Spiders,0.0,0.0,0.499,1.0
573,19,3,16,2,Social,0.379,0.673,0.499,0.212
574,19,3,21,2,Social,0.392,0.008,0.499,1.0
575,19,3,19,2,Social,0.387,0.11689740193236307,0.0026994003382707216,1.0418373317729668
576,23,1,33,3,Spiders,0.225,0.126,0.046,1.0
577,23,1,31,3,Spiders,0.173,0.126,0.0,0.774
578,23,1,11,1,Heights,0.693,0.0,0.264,1.0
579,23,1,7,1,Heights,0.226,0.0,0.139,0.924
580,23,1,23,2,Social,0.257,0.0,0.0,0.836
581,23,1,14,2,Social,0.259,0.628,0.49,0.033
582,23,1,29,3,Spiders,0.243,0.478,0.095,0.343
583,23,1,27,3,Spiders,0.381,0.712,0.587,0.075
584,23,1,5,1,Heights,0.265,0.712,0.969,0.405
585,23,1,2,1,Heights,0.379,0.421,0.456,0.469
586,23,1,18,2,Social,0.347,0.561,0.451,0.074
587,23,1,20,2,Social,0.337,0.395,0.205,0.293
588,23,2,30,3,Spiders,2.174242424242424,0.504,0.545,0.22
589,23,2,34,3,Spiders,0.413,0.087,0.212,0.395
590,23,2,13,2,Social,0.308,0.542,0.576,0.599
591,23,2,16,2,Social,0.345,0.782,0.784,0.139
592,23,2,21,2,Social,0.395,0.122,0.803,0.834
593,23,2,4,1,Heights,0.238,0.849,0.883,0.109
594,23,2,1,1,Heights,0.26,0.685,0.813,0.2
595,23,2,10,1,Heights,0.538,0.168,0.551,0.8
596,23,2,19,2,Social,0.41,0.215,0.311,0.441
597,23,2,32,3,Spiders,0.413,0.548,0.532,0.426
598,23,2,28,3,Spiders,0.439,0.631,0.963,0.199
599,23,2,12,1,Heights,0.404,0.389,0.748,0.779
600,23,3,3,1,Heights,0.41,0.742,0.803,0.104
